Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDZ08,OUT046,1326.333254
NCJ05,OUT018,2376.961297
FDF59,OUT046,1994.368851
NCO05,OUT035,1561.514101
FDW24,OUT018,767.7282428
NCX42,OUT018,2529.830018
NCA53,OUT035,770.4979717
FDI45,OUT019,427.5018096
FDG46,OUT046,1870.226935
FDM20,OUT010,583.0604054
FDW11,OUT010,133.4315984
FDX08,OUT035,3011.676106
NCK17,OUT035,621.8459951
FDK32,OUT018,2384.171791
NCA42,OUT035,2573.09268
DRI01,OUT035,2937.022619
NCL55,OUT049,3987.69795
DRE25,OUT018,1457.042574
FDD14,OUT017,3132.132941
FDB10,OUT046,3948.019496
DRN11,OUT035,2469.66166
FDP38,OUT018,766.9758153
NCA30,OUT017,3099.299114
FDT15,OUT017,3160.823754
NCP55,OUT018,885.9453833
FDF12,OUT035,2489.175289
FDM21,OUT018,3833.906045
FDX56,OUT035,3437.899586
FDF10,OUT017,2509.456257
FDT32,OUT045,3110.339389
FDM51,OUT018,1596.176859
NCR50,OUT018,2378.600954
FDI19,OUT049,3927.601238
FDX21,OUT017,1697.049194
FDR31,OUT035,2472.86728
FDY02,OUT013,4025.015931
NCA29,OUT045,2940.082289
NCX17,OUT046,3713.412548
FDM12,OUT045,3135.11791
FDI53,OUT027,4324.235422
NCU30,OUT049,2513.079402
FDC56,OUT027,3077.687306
FDK27,OUT018,1995.609265
NCK18,OUT017,2747.2588
FDB52,OUT019,583.2033122
DRG25,OUT027,5241.390478
FDZ13,OUT049,808.8734523
FDB57,OUT019,583.2033122
FDR40,OUT046,1346.508732
NCO14,OUT019,131.2613592
NCN19,OUT045,3069.222445
FDQ28,OUT019,361.0190392
FDO13,OUT018,2412.137335
FDK48,OUT013,1401.447799
FDU07,OUT018,2356.305784
FDW20,OUT046,1977.974063
FDV12,OUT010,245.0518967
FDH24,OUT013,2507.253135
FDV59,OUT049,3552.799494
FDK57,OUT045,1917.869714
FDL16,OUT027,1141.633611
NCQ17,OUT046,2469.670107
FDJ15,OUT018,2986.835115
FDX24,OUT049,1452.338098
FDT47,OUT046,1514.182388
FDT10,OUT049,972.9392031
FDZ37,OUT018,1369.054712
FDW43,OUT027,5804.764309
DRN36,OUT017,1498.080937
FDJ14,OUT045,1313.03488
FDA32,OUT013,3543.929543
FDJ38,OUT019,471.2751686
FDQ57,OUT017,2449.704019
NCQ41,OUT019,485.0101855
FDG56,OUT049,932.9328025
DRC13,OUT027,3120.356127
FDV55,OUT035,2492.704112
FDQ49,OUT045,2598.052808
FDE29,OUT010,133.2805941
FDR03,OUT013,3454.932228
FDD45,OUT049,1450.385768
FDN38,OUT010,584.6044797
FDT56,OUT046,911.3381205
FDT48,OUT045,3264.788049
FDU03,OUT049,3030.700027
FDC56,OUT010,274.8956012
NCO43,OUT027,2850.133227
FDQ27,OUT017,1647.415469
FDR03,OUT046,3423.532531
DRH23,OUT010,131.2613592
FDG22,OUT045,606.5309645
NCJ42,OUT013,1670.186154
FDR24,OUT046,1388.622848
FDW60,OUT035,2928.103303
FDJ08,OUT013,3115.180507
DRL59,OUT018,803.9188839
FDG60,OUT010,584.4723582
FDW27,OUT017,2463.248869
FDX14,OUT018,1284.006652
FDC20,OUT013,990.134455
NCS29,OUT018,3840.594206
FDJ56,OUT046,1548.403637
FDB20,OUT019,156.4874142
FDL28,OUT027,5807.318928
FDW01,OUT018,2386.034314
FDL03,OUT046,3071.96006
FDX22,OUT049,3565.18602
FDJ21,OUT035,2495.818522
FDR31,OUT045,2472.303735
FDG21,OUT035,2553.119844
FDS22,OUT027,1129.448649
FDK08,OUT035,1532.185908
FDE17,OUT018,2371.97996
NCN30,OUT017,1500.133321
FDT50,OUT046,1519.030462
NCX42,OUT049,2526.959338
FDJ12,OUT035,3604.292415
NCA18,OUT027,3042.895955
FDP23,OUT019,582.1689051
FDX12,OUT013,3988.859204
FDN40,OUT018,2334.43232
FDV48,OUT035,1299.876212
NCY54,OUT013,2887.627689
FDL16,OUT010,131.2613592
FDR45,OUT018,3791.924801
FDJ52,OUT046,2520.310462
DRG01,OUT017,1263.055119
FDP52,OUT013,3817.244002
FDU58,OUT017,3144.837166
FDL02,OUT045,1674.643999
FDG28,OUT013,4022.351937
FDA19,OUT035,1987.633456
FDW46,OUT027,1422.267807
NCD43,OUT049,1673.554213
DRG39,OUT013,842.7687463
NCF55,OUT049,632.1974216
FDJ07,OUT046,1984.427429
FDE08,OUT046,2468.144749
FDP56,OUT019,131.2613592
FDT45,OUT045,855.0719575
FDF17,OUT018,2996.684981
FDX44,OUT046,1372.931516
FDM28,OUT027,4996.198558
FDI36,OUT049,3154.5385
FDS07,OUT045,1885.17434
FDD36,OUT045,1965.466511
FDW11,OUT046,1011.322313
FDN40,OUT049,2436.49959
NCQ18,OUT049,1511.605943
NCQ54,OUT017,2774.640443
NCS42,OUT045,1417.883437
DRH39,OUT010,140.8943423
FDC09,OUT027,2868.606604
FDT08,OUT010,354.2677517
FDC08,OUT035,3776.352792
FDT20,OUT017,601.4235758
FDS35,OUT035,1041.026029
FDX58,OUT018,3017.06244
FDW58,OUT046,1674.580145
DRD27,OUT046,1518.884853
FDH32,OUT019,251.4290019
FDS26,OUT035,3996.641899
FDQ31,OUT046,1371.876262
FDP11,OUT018,3479.989661
FDD58,OUT017,1538.105095
FDM33,OUT045,3529.469108
FDZ16,OUT049,3122.809766
NCS29,OUT010,584.6044797
NCM18,OUT019,133.2805941
FDP11,OUT049,3593.75235
NCC42,OUT017,2097.034023
DRM23,OUT046,2891.765709
NCN55,OUT027,5806.049733
FDK46,OUT013,4157.430659
FDR01,OUT046,3205.758103
NCA05,OUT045,2519.75508
NCP43,OUT017,2932.405567
FDR12,OUT010,413.4042463
FDQ01,OUT013,3966.996629
FDM13,OUT046,2006.597501
FDQ19,OUT017,3913.842529
FDK56,OUT019,459.0025422
NCX06,OUT010,439.8964413
FDO56,OUT027,3042.895955
FDU45,OUT045,1854.574207
FDI16,OUT019,131.2613592
FDL32,OUT046,1869.544682
FDA07,OUT046,2004.502089
FDA14,OUT045,2527.431152
FDV46,OUT027,3134.353361
NCO07,OUT035,3549.127238
NCP41,OUT046,1678.45664
FDY60,OUT018,2117.649655
FDN38,OUT017,3836.966561
FDO15,OUT046,1088.451797
FDT60,OUT013,1951.631882
FDA55,OUT035,3799.73223
FDE02,OUT010,228.5301875
DRJ39,OUT049,3674.162604
FDV34,OUT035,1108.737317
FDS20,OUT027,5221.066341
FDF02,OUT027,2866.125787
FDW40,OUT017,2228.61937
NCB43,OUT046,3104.291522
FDR58,OUT017,1413.006065
DRJ59,OUT035,620.4183305
NCD30,OUT017,1519.321377
FDE14,OUT017,1517.844597
FDC28,OUT018,1672.389615
FDU16,OUT018,1315.106861
NCD19,OUT035,880.6763979
FDU21,OUT046,631.0113097
FDV59,OUT027,5804.764309
FDU03,OUT045,3139.239622
FDC33,OUT010,545.1647211
NCR42,OUT035,607.1688176
DRH59,OUT035,1143.312573
NCM31,OUT035,2094.016502
FDS50,OUT035,3780.349624
FDP39,OUT046,834.7773842
FDQ55,OUT013,1981.462677
FDV36,OUT019,290.3930494
FDI05,OUT027,1583.411521
FDS45,OUT027,2910.865886
FDA39,OUT045,610.58938
FDC37,OUT010,256.2213778
FDJ60,OUT027,4351.921539
DRQ35,OUT046,1969.693943
NCJ06,OUT046,1972.508981
NCY42,OUT018,2320.438093
DRM37,OUT049,3132.884109
FDR14,OUT045,799.7854053
FDE51,OUT049,656.3981744
FDT33,OUT017,2737.359266
FDR08,OUT013,1861.83041
FDE36,OUT010,382.605508
FDL22,OUT019,215.8262522
FDR44,OUT013,2001.437349
FDI56,OUT019,215.5749949
FDE47,OUT010,283.0563967
FDV27,OUT010,206.811001
FDV10,OUT049,650.1515303
FDC40,OUT045,1275.697498
NCX41,OUT013,3470.948961
NCQ38,OUT027,2871.95484
FDV12,OUT027,2862.924728
FDE52,OUT017,1386.848293
FDG20,OUT027,4526.10691
FDV16,OUT027,1123.898087
FDI32,OUT017,1882.265996
FDJ32,OUT049,990.4289296
FDN39,OUT018,2694.511915
FDY34,OUT017,2767.39071
FDC14,OUT035,620.8832526
FDA55,OUT017,3728.016532
FDZ50,OUT010,439.7885574
DRG13,OUT049,2579.608953
FDP01,OUT013,2428.938513
NCG54,OUT017,2944.518658
FDM13,OUT045,1985.034509
NCO18,OUT027,4921.445182
NCW41,OUT013,2451.878395
FDM52,OUT027,3993.304838
NCF55,OUT035,607.9221701
FDT09,OUT046,2089.297248
NCM19,OUT035,1745.110278
FDW12,OUT018,2334.320659
FDP15,OUT019,584.7473865
FDK36,OUT045,775.8245816
FDZ25,OUT035,2964.69558
NCW06,OUT049,3110.725022
FDW60,OUT046,2906.885796
DRC49,OUT013,2378.633787
NCT17,OUT035,3129.73296
NCN06,OUT018,2422.993589
FDC45,OUT013,2882.651127
DRJ47,OUT019,420.5740772
NCF06,OUT045,4078.24228
FDE21,OUT010,276.0562653
DRG27,OUT013,704.7752158
FDW40,OUT049,2103.819687
NCO53,OUT046,3140.244869
FDE23,OUT049,658.4560153
FDQ16,OUT046,1699.584639
FDS26,OUT045,3929.954309
FDZ13,OUT010,131.2613592
FDS14,OUT049,2440.181073
FDC10,OUT045,1897.129798
FDY16,OUT049,3138.172931
FDJ20,OUT035,1983.543014
FDV43,OUT035,626.7520833
FDZ32,OUT027,2877.009542
FDR23,OUT046,2906.819719
FDN24,OUT035,817.1075327
FDE34,OUT027,5213.351397
FDU31,OUT013,3582.910089
FDW33,OUT018,1669.526376
FDU26,OUT046,1926.209633
FDE20,OUT027,4355.339441
NCW05,OUT035,1676.181598
FDB22,OUT018,2336.884714
FDO56,OUT046,1918.085634
FDA19,OUT027,3124.031026
DRI39,OUT045,896.0566012
FDH52,OUT018,958.8494471
FDZ50,OUT035,3179.012186
NCN42,OUT035,2518.790957
FDB53,OUT013,2440.877881
DRG11,OUT017,1703.23481
DRK11,OUT027,4005.620612
FDQ60,OUT017,1931.20202
FDT36,OUT017,603.5642747
DRG25,OUT018,2966.630622
DRJ23,OUT046,3102.246602
FDG05,OUT035,2596.035726
NCK06,OUT018,1990.408015
FDU52,OUT017,2462.915139
FDW07,OUT018,1350.725164
NCM17,OUT045,650.4750682
FDA22,OUT045,2848.755056
NCA41,OUT018,2962.72449
FDF38,OUT035,621.6190155
FDH52,OUT046,1001.771842
FDY58,OUT019,583.2033122
FDZ16,OUT045,3125.568127
NCM18,OUT017,1020.89794
FDA22,OUT018,2567.145835
NCJ43,OUT035,2938.328314
FDI34,OUT027,5807.318928
FDG56,OUT046,1004.213391
FDS34,OUT046,1906.419241
DRC01,OUT035,770.8600864
FDQ04,OUT035,622.6073246
FDK04,OUT035,882.6665081
FDT51,OUT049,1718.542378
FDV26,OUT017,3104.685765
FDS04,OUT049,2094.860071
FDW43,OUT018,3656.398683
FDQ28,OUT010,361.6966018
NCK06,OUT017,2007.597777
FDS23,OUT018,1964.247338
FDZ36,OUT019,459.3538211
FDE56,OUT018,993.3826198
FDW10,OUT027,4493.227379
NCN14,OUT045,3112.750093
NCQ18,OUT045,1520.507378
FDW08,OUT017,1690.430206
FDU43,OUT035,3992.056294
FDR33,OUT010,256.2213778
FDM24,OUT010,353.2903934
NCZ05,OUT046,1675.309814
NCV41,OUT035,1820.647515
FDV11,OUT018,2764.95084
NCY05,OUT035,607.5758028
FDV44,OUT018,2995.873916
FDW32,OUT049,1312.13652
NCU18,OUT027,3256.11729
NCC43,OUT035,4060.31788
FDW19,OUT013,1754.681938
FDN31,OUT035,3149.551038
FDI48,OUT045,775.4701183
FDS24,OUT017,1397.399472
FDF46,OUT049,1894.23217
DRG23,OUT017,2471.866291
FDG14,OUT018,2346.014126
NCY30,OUT049,2952.235032
FDO28,OUT018,1914.220408
DRD24,OUT035,2129.847093
FDI33,OUT049,1386.874075
FDN32,OUT046,3089.455688
FDR16,OUT045,3507.994501
FDF26,OUT046,2431.721065
NCN29,OUT018,767.5540323
FDE20,OUT045,2889.765085
FDA46,OUT046,3142.648896
FDU28,OUT045,3114.786697
FDQ48,OUT045,1528.925378
FDV36,OUT013,2004.173702
FDR14,OUT018,810.887737
FDP23,OUT017,3599.709574
FDP56,OUT013,817.5019342
FDK48,OUT010,142.0727774
FDR48,OUT046,2468.133465
NCY29,OUT049,896.0220984
FDM22,OUT018,859.5513717
DRJ01,OUT013,2459.742852
FDZ43,OUT045,3955.727204
FDV03,OUT035,2545.878566
FDX11,OUT027,5136.769983
NCA41,OUT027,5518.914384
FDE38,OUT017,2717.637034
FDI27,OUT018,677.1922408
FDN32,OUT013,3072.869732
NCN43,OUT017,2009.743651
FDB47,OUT027,5801.949564
FDV03,OUT017,2517.758012
NCN30,OUT045,1521.33961
NCV54,OUT010,279.567335
FDV07,OUT013,1704.879462
FDP07,OUT049,3135.280268
FDK48,OUT018,1057.142672
FDM15,OUT019,354.3524679
FDY19,OUT027,3042.895955
FDK46,OUT046,4147.678703
FDY11,OUT045,1042.098073
FDH09,OUT046,828.9432588
FDO08,OUT027,4346.779014
FDU14,OUT013,4098.462678
FDD22,OUT027,3017.806727
FDM27,OUT017,2575.294081
FDL02,OUT027,2876.425306
NCA17,OUT035,2520.110604
FDE38,OUT019,391.2230572
NCG07,OUT049,3125.3071
DRC27,OUT013,4017.301362
FDA27,OUT035,4104.380216
FDW40,OUT045,2097.647702
DRI11,OUT013,1926.503407
FDN50,OUT046,1477.527425
FDR12,OUT046,2921.772512
FDT34,OUT027,2868.861826
FDW11,OUT035,1009.158711
NCO30,OUT027,5216.414217
FDZ34,OUT017,3152.472136
FDU45,OUT017,1860.216433
NCD42,OUT035,605.7407615
FDX25,OUT045,3160.839283
NCR29,OUT046,904.6116656
FDX43,OUT019,396.1954955
FDB04,OUT010,194.7534632
FDR49,OUT027,1160.594881
FDS39,OUT018,2114.838419
FDW58,OUT045,1674.560391
FDG22,OUT019,131.2613592
FDG31,OUT017,1013.768677
NCV53,OUT027,5807.318928
DRJ37,OUT035,2502.937013
FDV07,OUT035,1735.710197
FDW52,OUT018,2563.698253
FDT15,OUT045,3157.863154
FDD02,OUT018,1890.546652
FDM16,OUT035,1104.63652
NCE55,OUT046,2881.990223
FDB57,OUT018,3543.610838
FDQ04,OUT013,709.5277011
FDQ47,OUT019,131.2613592
FDY14,OUT019,584.7473865
DRK37,OUT017,3150.755297
FDO25,OUT017,3517.162791
FDL57,OUT046,4118.613896
NCK29,OUT018,1931.795664
FDK46,OUT027,5807.318928
NCB43,OUT010,460.1007489
DRE01,OUT027,5807.318928
FDC46,OUT018,2999.942049
FDQ23,OUT045,1680.223734
FDX38,OUT049,785.8959178
FDG60,OUT018,3725.320824
FDW55,OUT017,3944.162086
FDP39,OUT013,817.3418342
FDB20,OUT018,1295.504858
FDV21,OUT017,1969.016673
FDZ02,OUT013,1522.048322
FDP19,OUT027,3123.052843
FDA38,OUT035,4032.937496
FDH22,OUT045,1967.529736
DRM11,OUT045,4051.676677
FDO12,OUT027,5586.696245
FDT14,OUT049,1931.013024
FDW34,OUT010,583.0604054
FDG04,OUT027,5241.390478
FDW59,OUT018,1330.103968
FDR33,OUT018,1683.804363
FDP32,OUT013,1996.380421
FDL13,OUT027,5806.049733
FDD22,OUT013,1882.412177
FDV40,OUT027,1429.832772
NCD55,OUT046,648.1669434
FDQ20,OUT010,131.2613592
FDD28,OUT045,885.4470658
FDC39,OUT045,3515.657925
NCR17,OUT049,1975.801182
DRO35,OUT018,1897.979933
FDF40,OUT049,4039.283159
FDR31,OUT018,2315.234845
NCQ41,OUT017,3126.882129
FDP38,OUT046,787.7864166
NCU54,OUT027,5807.318928
FDG22,OUT018,602.9852758
DRK59,OUT013,3863.099024
FDC37,OUT046,1680.706981
NCO42,OUT013,2414.450542
NCT42,OUT017,2445.072321
FDX27,OUT035,1454.303753
FDV40,OUT018,1081.337003
FDT45,OUT027,1315.591617
FDS47,OUT019,207.2969251
FDR45,OUT035,4053.574651
FDB03,OUT045,3823.537161
FDO49,OUT035,805.2440168
FDU60,OUT027,4351.921539
FDB26,OUT018,792.7186961
FDB46,OUT017,3489.83419
FDQ37,OUT019,487.0075566
FDN03,OUT017,4030.300188
NCX30,OUT045,4040.414995
FDK32,OUT019,361.0394708
DRM47,OUT013,3100.222461
NCO02,OUT046,1072.202438
FDP04,OUT013,1147.731144
NCO43,OUT049,1610.840456
FDD59,OUT013,1417.821228
FDQ10,OUT017,2950.21275
FDW45,OUT035,2518.63085
NCK30,OUT049,3992.134462
FDU31,OUT018,3399.499952
NCQ17,OUT019,360.5393909
FDN01,OUT017,2921.035275
FDZ19,OUT049,2898.295229
DRG37,OUT017,2522.72871
FDE32,OUT045,606.9151286
FDO34,OUT049,2803.414601
FDM04,OUT019,131.2613592
FDZ25,OUT049,2928.323679
FDU08,OUT049,1523.308668
NCW30,OUT045,4078.24228
NCM18,OUT013,1126.717326
FDS22,OUT035,623.1180022
NCH18,OUT017,3893.730371
FDC23,OUT013,2902.843661
FDY46,OUT013,3085.322078
NCU06,OUT046,3728.159196
FDX57,OUT045,1515.523523
FDX36,OUT027,5807.318928
FDL16,OUT045,771.4957743
FDT16,OUT010,583.0604054
FDN16,OUT018,1645.954959
FDC03,OUT046,3135.239526
DRF60,OUT013,3997.659765
FDS27,OUT027,5589.464049
FDP33,OUT010,584.6044797
FDJ36,OUT018,1534.713306
NCR42,OUT013,690.1245372
FDV14,OUT017,1351.849837
NCP42,OUT035,3073.116957
FDB50,OUT027,1970.487291
NCC30,OUT027,4569.500814
FDA23,OUT018,1596.383412
FDW16,OUT017,1400.155835
FDQ52,OUT010,584.6044797
FDB58,OUT049,2276.274337
NCP29,OUT049,1032.171163
NCM05,OUT045,4044.987926
FDO25,OUT013,3468.988954
NCM54,OUT046,2011.374465
NCL54,OUT046,2911.986369
FDL39,OUT010,437.391704
FDF53,OUT018,2829.43616
NCQ42,OUT035,2022.559283
FDF58,OUT013,1118.103286
FDZ04,OUT035,1034.708924
FDE26,OUT019,303.9589853
FDS60,OUT017,2978.349646
FDV58,OUT017,3108.465522
FDM04,OUT045,791.2883729
FDE08,OUT035,2516.166081
NCB43,OUT049,3105.245302
FDU11,OUT010,278.4440426
FDF22,OUT019,577.1702417
FDE24,OUT013,2099.401654
DRJ49,OUT046,2083.303446
NCQ53,OUT035,4014.336477
NCL41,OUT013,689.2050147
FDR22,OUT013,1768.574861
FDH04,OUT035,1443.888752
DRH15,OUT045,636.8634807
FDY40,OUT049,786.7933173
NCI17,OUT035,1526.832054
NCC18,OUT013,2871.601887
FDY28,OUT027,5807.318928
FDB45,OUT027,2868.606604
NCL30,OUT018,1967.504171
FDM10,OUT017,3456.718577
FDH22,OUT027,3121.216854
NCZ53,OUT017,3100.66547
NCI18,OUT013,3695.585274
FDH14,OUT027,3177.861938
FDR36,OUT027,1129.977318
FDW01,OUT045,2542.638543
FDK02,OUT027,3045.63368
FDJ02,OUT018,2377.25829
FDU55,OUT013,4143.128644
NCV18,OUT027,2259.341427
FDH14,OUT018,1991.668059
FDZ37,OUT045,1394.933611
FDX49,OUT049,3753.645609
NCD43,OUT046,1682.582021
FDZ07,OUT013,1104.287542
FDK43,OUT035,2052.521013
FDR32,OUT018,3579.024581
FDT39,OUT013,2381.616858
NCV54,OUT017,1948.9951
FDF38,OUT018,622.1454464
FDV60,OUT046,3102.329817
FDH44,OUT027,3966.843385
FDS21,OUT046,991.6439184
NCL41,OUT045,608.5107423
FDM46,OUT017,1463.086933
FDU27,OUT045,776.2664971
NCJ54,OUT017,3852.044433
DRG51,OUT018,2563.411109
NCA29,OUT019,412.1631328
FDR47,OUT045,3116.097219
NCL19,OUT027,3177.861938
DRG01,OUT049,1127.308327
FDG10,OUT046,906.9551415
NCV05,OUT049,2451.890542
NCH18,OUT019,583.2033122
FDV14,OUT018,1340.236363
DRJ23,OUT035,3112.508075
DRJ11,OUT046,3140.943262
FDZ03,OUT017,3158.813744
FDI27,OUT010,131.2613592
FDJ14,OUT018,1327.416036
FDU32,OUT017,2000.75561
FDD47,OUT027,4358.354294
DRF36,OUT035,3109.20697
FDM21,OUT046,4112.648101
FDV10,OUT018,632.4831923
FDH60,OUT018,2951.674514
FDX47,OUT010,366.2497354
FDT19,OUT019,424.3304071
FDO11,OUT045,4045.532244
FDH24,OUT027,4295.12161
FDL02,OUT018,1665.05964
FDB02,OUT049,2920.977686
FDA43,OUT046,3127.087688
FDG52,OUT045,771.4957743
DRC12,OUT013,3083.499518
FDY37,OUT018,2130.087955
NCU18,OUT045,2095.301767
FDU09,OUT035,880.3331729
DRJ25,OUT027,1160.792506
DRE12,OUT018,1831.976251
DRL47,OUT017,1998.481451
DRK01,OUT046,1503.464215
FDC22,OUT019,483.3403133
FDG44,OUT013,864.3864098
FDW04,OUT035,1993.438692
FDK09,OUT049,3616.204389
NCN43,OUT035,2018.990033
FDG04,OUT049,3085.271452
FDH32,OUT010,228.5301875
DRI47,OUT017,2497.246868
DRE15,OUT013,1241.206181
FDY11,OUT035,1059.293784
FDO60,OUT049,653.8264814
FDQ20,OUT018,623.2071171
FDO57,OUT027,4327.761082
FDT14,OUT019,287.1823995
FDA57,OUT049,643.7884507
DRN35,OUT017,607.0034655
FDJ03,OUT046,790.1323837
FDX28,OUT017,1615.07965
DRE25,OUT045,1406.573325
FDR09,OUT046,3989.474972
FDB23,OUT035,3818.007053
FDO08,OUT045,2604.120106
FDQ23,OUT049,1609.886094
FDW04,OUT013,2002.185657
DRK13,OUT010,546.6618123
NCL17,OUT027,3176.883755
FDY21,OUT035,3139.765629
FDJ38,OUT027,5244.878521
FDA37,OUT019,291.3769249
FDV43,OUT013,711.7913132
FDL36,OUT046,1415.498962
FDD53,OUT045,622.9055878
FDZ19,OUT010,427.5846524
FDV21,OUT045,1969.67561
NCL54,OUT018,2772.416594
DRI47,OUT027,3891.106308
DRG03,OUT049,2498.406672
FDG21,OUT013,2441.284499
FDW03,OUT018,1662.496368
NCI55,OUT046,2037.940131
DRC36,OUT019,425.3947009
FDH22,OUT017,1977.994942
FDV20,OUT045,1985.954347
NCU41,OUT027,5511.520778
FDN46,OUT027,2867.628421
FDK50,OUT045,2580.394118
NCA05,OUT027,3993.304838
DRH01,OUT018,2765.082822
FDT08,OUT018,2378.937542
FDM08,OUT018,3612.943871
FDZ07,OUT035,972.1001921
FDS22,OUT017,672.6101691
FDV35,OUT027,4198.642873
FDI28,OUT010,154.0664692
FDW58,OUT027,2921.139762
FDT52,OUT045,3977.353204
FDY34,OUT046,2563.889231
FDR10,OUT046,2576.09301
FDK57,OUT017,1923.908141
FDR02,OUT027,2952.650033
FDX49,OUT046,3804.820764
FDQ20,OUT046,646.9824904
DRK23,OUT045,3976.87544
NCW06,OUT046,3113.110511
FDR31,OUT017,2442.767441
NCE43,OUT013,2817.538778
DRO59,OUT027,1582.42809
FDN09,OUT049,3939.491794
FDR11,OUT046,2543.315231
FDO57,OUT013,2513.125007
NCX18,OUT017,3070.736074
FDB05,OUT018,3726.818726
FDQ08,OUT018,967.0555519
NCG43,OUT035,1456.875833
FDJ56,OUT013,1637.928243
FDA13,OUT010,131.2613592
FDO56,OUT017,1900.139155
FDB37,OUT018,3729.627979
FDZ02,OUT018,1503.300874
FDQ24,OUT046,4000.966753
FDM16,OUT013,1222.939185
FDU35,OUT049,1531.76307
FDT35,OUT035,2853.464929
NCX30,OUT049,3991.068376
FDG04,OUT017,3090.080254
FDI12,OUT035,1377.173998
FDE35,OUT035,960.9660131
NCP14,OUT027,2876.031359
NCY53,OUT045,1726.033704
FDP49,OUT017,881.3671122
FDQ04,OUT017,625.0151838
FDM39,OUT035,2998.007507
FDO58,OUT019,381.0377285
FDC56,OUT017,1906.748737
NCQ54,OUT046,2765.88023
FDV10,OUT027,1129.448649
NCK17,OUT046,646.7357494
NCF55,OUT027,1124.796168
FDV33,OUT013,4199.453997
NCH29,OUT019,242.9063112
FDA37,OUT027,3120.356127
FDH46,OUT018,1630.602575
FDS25,OUT035,1741.819892
FDH04,OUT027,2635.723427
FDX52,OUT046,3130.41537
NCD42,OUT017,602.5690264
FDW47,OUT017,1950.271488
FDL25,OUT027,2750.278419
NCJ06,OUT010,279.567335
FDY09,OUT013,2917.368331
FDS40,OUT046,630.8429579
FDH41,OUT017,3487.989631
FDG38,OUT035,1360.666939
FDU03,OUT027,5017.140465
FDV20,OUT046,2009.479026
DRB13,OUT045,3089.904362
NCQ30,OUT013,1967.528269
NCH06,OUT013,3884.294655
FDU50,OUT018,1817.986846
NCO42,OUT019,351.9426228
FDW09,OUT018,1270.435997
FDH04,OUT013,1453.400563
FDC21,OUT045,1694.595931
FDL21,OUT049,643.7884507
FDM46,OUT010,227.0262723
FDT22,OUT019,133.2805941
FDB28,OUT035,3220.848855
FDI12,OUT018,1377.979842
FDA28,OUT045,1983.127875
FDF59,OUT013,1999.202295
FDM45,OUT027,3113.608554
FDQ56,OUT017,1357.447146
FDR46,OUT049,2485.674846
FDT01,OUT013,3443.58172
FDD16,OUT027,1444.264827
NCU30,OUT010,381.4557025
FDM40,OUT010,337.1202599
FDI56,OUT035,1464.218974
NCS30,OUT013,1996.347776
FDU08,OUT017,1525.661913
FDX51,OUT027,5583.208202
FDA43,OUT045,3136.991605
FDX59,OUT010,131.2613592
FDC37,OUT018,1657.265019
FDP58,OUT013,3569.99031
NCY42,OUT035,2163.956654
FDF21,OUT018,2994.727689
FDU10,OUT027,1123.898087
DRL47,OUT018,1979.944645
FDA58,OUT018,3736.0981
FDJ22,OUT049,3105.24052
FDK50,OUT046,2522.157798
FDO38,OUT035,1275.333944
DRF60,OUT035,4015.854124
NCZ42,OUT019,583.2033122
FDD35,OUT049,1982.364334
FDL25,OUT045,1461.030138
FDJ16,OUT013,991.1852734
DRK59,OUT049,3806.062073
FDI50,OUT046,3889.033831
NCB19,OUT045,1385.174622
DRI37,OUT035,913.3144277
FDA14,OUT027,3994.238262
FDC08,OUT018,3519.218158
FDS45,OUT046,1684.624072
FDI21,OUT049,1023.693355
DRJ47,OUT035,2915.033501
DRE37,OUT027,5244.878521
FDT55,OUT018,2452.832986
NCG42,OUT027,3124.031026
FDA31,OUT049,2899.629319
NCW42,OUT046,3678.373126
FDF50,OUT017,3153.961356
FDK56,OUT049,3144.100996
FDX10,OUT035,608.4088848
NCK07,OUT027,4329.435663
FDZ49,OUT017,3626.966058
FDR33,OUT013,1707.314904
FDO44,OUT018,1724.398496
FDA20,OUT046,3158.292725
NCL30,OUT045,1997.606349
FDI05,OUT019,139.9262623
FDQ12,OUT018,3654.527152
FDH47,OUT017,1500.465323
FDH34,OUT018,3002.636233
FDF29,OUT046,2089.297248
FDG40,OUT018,603.3120697
NCE18,OUT017,4009.002408
FDP21,OUT010,460.4040126
FDY50,OUT013,1449.312838
FDB36,OUT049,1994.512579
NCZ29,OUT049,1988.614404
FDU20,OUT018,1956.644415
FDO56,OUT013,1921.465075
FDW31,OUT049,3139.638341
DRH59,OUT013,1235.037316
NCB30,OUT017,3102.857229
FDK43,OUT027,3122.195037
FDW43,OUT045,3863.304541
NCL19,OUT017,2155.378388
FDJ27,OUT046,1538.928412
FDC45,OUT046,2854.474988
FDY40,OUT035,786.9028582
NCM41,OUT035,1429.203001
NCK18,OUT019,389.392242
FDP37,OUT049,2004.323463
FDA27,OUT027,5804.764309
NCX30,OUT035,4075.900043
FDR09,OUT017,3872.281111
FDG08,OUT027,4442.690589
NCU30,OUT013,2469.335907
FDB16,OUT017,1382.169171
FDM16,OUT017,1070.278679
FDC48,OUT013,1422.958904
NCF18,OUT046,3108.395774
FDU46,OUT018,1365.216427
FDH41,OUT018,3349.739895
NCN42,OUT010,354.072214
FDU49,OUT046,1361.121115
FDB20,OUT027,1966.498032
FDG50,OUT019,215.8262522
